,mutation_1,mutation_2,crossover_1,crossover_2
"[-29, 35, -48, 0, 0, 0, 0, 0, 0, 0]",0.0,-103.0345231525235,0.0,0.0
"[-29, 35, -48, -22, 0, 0, 0, 0, 0, 0]",-112.21217619772666,0.0,0.0,0.0
"[-29, 35, -48, -22, 22, 0, 0, 0, 0, 0]",0.0,-160.92517947312356,0.0,0.0
"[-29, 35, -48, -22, 22, 50, 0, 0, 0, 0]",0.0,0.0,0.0,-170.27590171407002
"[-29, 35, -48, -22, 22, 50, -20, 0, 0, 0]",-170.30379362752066,0.0,0.0,0.0
"[-29, 35, -48, -22, 22, 50, -20, 2, 0, 0]",-205.00367811625577,0.0,0.0,0.0
"[-29, 35, -48, -22, 22, 50, -20, 2, -40, 0]",0.0,-233.39432289073434,0.0,0.0
"[-29, 35, -48, -22, 22, 50, -20, 2, -40, 38]",0.0,0.0,0.0,0.0
"[-35, 46, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-117.71234765012433
"[-35, 46, 51, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-117.77218684153141,0.0
"[-35, 46, 51, 2, 0, 0, 0, 0, 0, 0]",0.0,-118.21071382150258,0.0,0.0
"[-35, 46, 51, 2, -3, 0, 0, 0, 0, 0]",-130.6447958199068,0.0,0.0,0.0
"[-35, 46, 51, 2, -3, -23, 0, 0, 0, 0]",0.0,0.0,-148.0957854616562,0.0
"[-35, 46, 51, 2, -3, -23, 30, 0, 0, 0]",0.0,0.0,0.0,-203.5980541073181
"[-35, 46, 51, 2, -3, -23, 30, 53, 0, 0]",0.0,-205.6604135040164,0.0,0.0
"[-35, 46, 51, 2, -3, -23, 30, 53, 11, 0]",0.0,0.0,0.0,-237.1472067485205
"[-35, 46, 51, 2, -3, -23, 30, 53, 11, -38]",0.0,0.0,0.0,0.0
"[1, 33, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-32.487125612650296,0.0,-23.13989360157333
"[1, 33, -8, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-64.0525166765475,0.0
"[1, 33, -8, -44, 0, 0, 0, 0, 0, 0]",-65.447503256371,0.0,0.0,0.0
"[1, 33, -8, -44, -7, 0, 0, 0, 0, 0]",-65.59090657729746,0.0,0.0,0.0
"[1, 33, -8, -44, -7, -1, 0, 0, 0, 0]",-66.76486308847576,0.0,0.0,0.0
"[1, 33, -8, -44, -7, -1, 8, 0, 0, 0]",0.0,-107.35937515164856,0.0,0.0
"[1, 33, -8, -44, -7, -1, 8, -44, 0, 0]",0.0,-124.68161528677855,0.0,0.0
"[1, 33, -8, -44, -7, -1, 8, -44, 30, 0]",0.0,-124.77973974641493,0.0,0.0
"[1, 33, -8, -44, -7, -1, 8, -44, 30, -1]",0.0,0.0,0.0,0.0
"[25, -35, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-62.45846993192514,0.0,0.0
"[25, -35, 34, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-64.97361895960952,0.0
"[25, -35, 34, -10, 0, 0, 0, 0, 0, 0]",0.0,0.0,-73.53701273539978,0.0
"[25, -35, 34, -10, -19, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-76.30241940228677
"[25, -35, 34, -10, -19, 12, 0, 0, 0, 0]",0.0,0.0,-126.31530937830385,0.0
"[25, -35, 34, -10, -19, 12, 51, 0, 0, 0]",-130.97494032645807,0.0,0.0,0.0
"[25, -35, 34, -10, -19, 12, 51, -14, 0, 0]",0.0,0.0,-159.26333499425914,0.0
"[25, -35, 34, -10, -19, 12, 51, -14, -36, 0]",-181.61589721797128,0.0,0.0,0.0
"[25, -35, 34, -10, -19, 12, 51, -14, -36, -32]",0.0,0.0,0.0,0.0
"[-32, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-55.528965285645285,-152.73770980194527,-185.3272906944809,-38.21146725851118
"[-32, -44, 0, 0, 0, 0, 0, 0, 0, 0]",-68.51605615882616,0.0,0.0,0.0
"[-32, -44, -13, 0, 0, 0, 0, 0, 0, 0]",0.0,-68.70532303518544,0.0,0.0
"[-32, -44, -13, 4, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-95.76221173039357
"[-32, -44, -13, 4, 37, 0, 0, 0, 0, 0]",0.0,0.0,-124.38622831420591,0.0
"[-32, -44, -13, 4, 37, 38, 0, 0, 0, 0]",0.0,0.0,-124.48735188815667,0.0
"[-32, -44, -13, 4, 37, 38, -1, 0, 0, 0]",0.0,-125.93257603730298,0.0,0.0
"[-32, -44, -13, 4, 37, 38, -1, -7, 0, 0]",0.0,0.0,-132.22453031666072,0.0
"[-32, -44, -13, 4, 37, 38, -1, -7, -16, 0]",-143.44918493317266,0.0,0.0,0.0
"[-32, -44, -13, 4, 37, 38, -1, -7, -16, 24]",0.0,0.0,0.0,0.0
"[30, -27, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-34.86048928145841,0.0,0.0
"[30, -27, 6, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-56.727407743970474
"[30, -27, 6, -32, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-59.71091232596416
"[30, -27, 6, -32, 13, 0, 0, 0, 0, 0]",-88.77593475747562,0.0,0.0,0.0
"[30, -27, 6, -32, 13, -37, 0, 0, 0, 0]",0.0,-104.92396167362448,0.0,0.0
"[30, -27, 6, -32, 13, -37, -27, 0, 0, 0]",0.0,-139.47178047617146,0.0,0.0
"[30, -27, 6, -32, 13, -37, -27, 42, 0, 0]",0.0,0.0,0.0,-152.04023248454246
"[30, -27, 6, -32, 13, -37, -27, 42, -24, 0]",0.0,-207.99668691152291,0.0,0.0
"[30, -27, 6, -32, 13, -37, -27, 42, -24, 53]",0.0,0.0,0.0,0.0
"[-25, -49, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-92.50199903862975
"[-25, -49, -36, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-94.43886275070086
"[-25, -49, -36, -8, 0, 0, 0, 0, 0, 0]",0.0,-95.72413987509408,0.0,0.0
"[-25, -49, -36, -8, -7, 0, 0, 0, 0, 0]",-97.84012459668662,0.0,0.0,0.0
"[-25, -49, -36, -8, -7, -9, 0, 0, 0, 0]",-104.00724744892716,0.0,0.0,0.0
"[-25, -49, -36, -8, -7, -9, -16, 0, 0, 0]",0.0,-111.39412411914897,0.0,0.0
"[-25, -49, -36, -8, -7, -9, -16, -18, 0, 0]",0.0,-134.97886624507422,0.0,0.0
"[-25, -49, -36, -8, -7, -9, -16, -18, 35, 0]",-188.05913509441484,0.0,0.0,0.0
"[-25, -49, -36, -8, -7, -9, -16, -18, 35, 52]",0.0,0.0,0.0,0.0
"[19, 0, 40, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-37.870430848230384
"[19, 0, 40, -3, 0, 0, 0, 0, 0, 0]",0.0,0.0,-49.60351770818692,0.0
"[19, 0, 40, -3, 25, 0, 0, 0, 0, 0]",0.0,0.0,-49.61897377908972,-64.69983577372656
"[19, 0, 40, -3, 25, 0, 28, 0, 0, 0]",0.0,0.0,-79.21907155075026,0.0
"[19, 0, 40, -3, 25, 0, 28, 27, 0, 0]",-124.05242198760935,0.0,0.0,0.0
"[19, 0, 40, -3, 25, 0, 28, 27, 48, 0]",0.0,-144.51417868691854,0.0,0.0
"[19, 0, 40, -3, 25, 0, 28, 27, 48, 33]",0.0,0.0,0.0,0.0
"[-1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-0.9635192462009085,-41.57289125774648,0.0
"[-1, -1, -44, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-84.17113157387209,0.0
"[-1, -1, -44, -45, 0, 0, 0, 0, 0, 0]",-97.0678055218882,0.0,0.0,0.0
"[-1, -1, -44, -45, -24, 0, 0, 0, 0, 0]",-109.52020007878295,0.0,0.0,0.0
"[-1, -1, -44, -45, -24, -23, 0, 0, 0, 0]",0.0,0.0,0.0,-133.66863328205886
"[-1, -1, -44, -45, -24, -23, 35, 0, 0, 0]",-143.07511696672577,0.0,0.0,0.0
"[-1, -1, -44, -45, -24, -23, 35, 22, 0, 0]",0.0,0.0,0.0,-164.45300135170197
"[-1, -1, -44, -45, -24, -23, 35, 22, 33, 0]",-170.83172626015397,0.0,0.0,0.0
"[-1, -1, -44, -45, -24, -23, 35, 22, 33, -16]",0.0,0.0,0.0,0.0
"[12, 20, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-32.271755177157786,0.0
"[12, 20, 33, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-39.929838521140255
"[12, 20, 33, 20, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-39.975274036795945
"[12, 20, 33, 20, 2, 0, 0, 0, 0, 0]",0.0,0.0,-49.924307001329744,0.0
"[12, 20, 33, 20, 2, 23, 0, 0, 0, 0]",0.0,0.0,-65.43739036780333,0.0
"[12, 20, 33, 20, 2, 23, -26, 0, 0, 0]",0.0,-98.9445153164888,0.0,0.0
"[12, 20, 33, 20, 2, 23, -26, -39, 0, 0]",0.0,0.0,0.0,-110.40470428574397
"[12, 20, 33, 20, 2, 23, -26, -39, 24, 0]",0.0,0.0,0.0,-110.81863322925139
"[12, 20, 33, 20, 2, 23, -26, -39, 24, 5]",0.0,0.0,0.0,0.0
"[30, -39, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-56.59122989013553
"[30, -39, -16, 0, 0, 0, 0, 0, 0, 0]",-60.949666275899254,0.0,0.0,0.0
"[30, -39, -16, 15, 0, 0, 0, 0, 0, 0]",-63.43861261454785,0.0,0.0,0.0
"[30, -39, -16, 15, 12, 0, 0, 0, 0, 0]",-76.78393288050016,0.0,0.0,0.0
"[30, -39, -16, 15, 12, -24, 0, 0, 0, 0]",-82.01683541644135,0.0,0.0,0.0
"[30, -39, -16, 15, 12, -24, -15, 0, 0, 0]",0.0,0.0,0.0,-88.55171050041768
"[30, -39, -16, 15, 12, -24, -15, -17, 0, 0]",0.0,0.0,0.0,-103.00326037164584
"[30, -39, -16, 15, 12, -24, -15, -17, -25, 0]",-122.62442260659049,0.0,0.0,0.0
"[30, -39, -16, 15, 12, -24, -15, -17, -25, 32]",0.0,0.0,0.0,0.0
"[-30, 11, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-43.54051729062521,0.0
"[-30, 11, 33, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-44.69467421414266
"[-30, 11, 33, 8, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-46.07897054620864
"[-30, 11, 33, 8, 9, 0, 0, 0, 0, 0]",-46.385099460773965,0.0,0.0,0.0
"[-30, 11, 33, 8, 9, 5, 0, 0, 0, 0]",0.0,-51.18211552983614,0.0,0.0
"[-30, 11, 33, 8, 9, 5, -14, 0, 0, 0]",0.0,-94.4780467618596,0.0,0.0
"[-30, 11, 33, 8, 9, 5, -14, -45, 0, 0]",0.0,0.0,-121.94644601565992,0.0
"[-30, 11, 33, 8, 9, 5, -14, -45, -36, 0]",0.0,0.0,0.0,-130.38201374469014
"[-30, 11, 33, 8, 9, 5, -14, -45, -36, 21]",0.0,0.0,0.0,0.0
"[-34, -20, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-53.612943576104044
"[-34, -20, 31, 0, 0, 0, 0, 0, 0, 0]",-79.07424282204036,0.0,0.0,0.0
"[-34, -20, 31, -34, 0, 0, 0, 0, 0, 0]",0.0,-82.71642416163935,0.0,0.0
"[-34, -20, 31, -34, 14, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-98.98824364708427
"[-34, -20, 31, -34, 14, -27, 0, 0, 0, 0]",0.0,0.0,-99.19814684039906,0.0
"[-34, -20, 31, -34, 14, -27, 4, 0, 0, 0]",0.0,-150.21293982924573,0.0,0.0
"[-34, -20, 31, -34, 14, -27, 4, -49, 0, 0]",0.0,0.0,-153.42320891387564,0.0
"[-34, -20, 31, -34, 14, -27, 4, -49, 13, 0]",0.0,-171.57933860818474,0.0,0.0
"[-34, -20, 31, -34, 14, -27, 4, -49, 13, 31]",0.0,0.0,0.0,0.0
"[21, 0, -7, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-57.08808924195424
"[21, 0, -7, -47, 0, 0, 0, 0, 0, 0]",0.0,0.0,-61.67575702415127,0.0
"[21, 0, -7, -47, 16, 0, 0, 0, 0, 0]",0.0,0.0,-71.19311183471692,0.0
"[21, 0, -7, -47, 16, 22, 0, 0, 0, 0]",0.0,-99.58512196504581,0.0,0.0
"[21, 0, -7, -47, 16, 22, -36, 0, 0, 0]",0.0,0.0,-115.57725521886778,0.0
"[21, 0, -7, -47, 16, 22, -36, -27, 0, 0]",0.0,0.0,-128.6308486746156,0.0
"[21, 0, -7, -47, 16, 22, -36, -27, 26, 0]",0.0,-128.9156587358064,0.0,0.0
"[21, 0, -7, -47, 16, 22, -36, -27, 26, 4]",0.0,0.0,0.0,0.0
"[-30, -41, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-73.70598445469206
"[-30, -41, 30, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-81.89108467701207,0.0
"[-30, -41, 30, 21, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-116.76318642704211
"[-30, -41, 30, 21, -40, 0, 0, 0, 0, 0]",-128.92222171284183,0.0,0.0,0.0
"[-30, -41, 30, 21, -40, -23, 0, 0, 0, 0]",0.0,0.0,-146.69730235296575,0.0
"[-30, -41, 30, 21, -40, -23, 30, 0, 0, 0]",-160.48406498387592,0.0,0.0,0.0
"[-30, -41, 30, 21, -40, -23, 30, -25, 0, 0]",0.0,0.0,-214.65245568497593,0.0
"[-30, -41, 30, 21, -40, -23, 30, -25, 53, 0]",0.0,0.0,-238.8811296693813,0.0
"[-30, -41, 30, 21, -40, -23, 30, -25, 53, -33]",0.0,0.0,0.0,0.0
"[53, 45, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-96.16968675069225
"[53, 45, -5, 0, 0, 0, 0, 0, 0, 0]",-130.56648413845983,0.0,0.0,0.0
"[53, 45, -5, -40, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-163.37268728402248
"[53, 45, -5, -40, 41, 0, 0, 0, 0, 0]",0.0,0.0,-184.8717027844606,0.0
"[53, 45, -5, -40, 41, -31, 0, 0, 0, 0]",-185.38884828845462,0.0,0.0,0.0
"[53, 45, -5, -40, 41, -31, 6, 0, 0, 0]",0.0,0.0,-188.32313335542548,0.0
"[53, 45, -5, -40, 41, -31, 6, 13, 0, 0]",-195.75833167499223,0.0,0.0,0.0
"[53, 45, -5, -40, 41, -31, 6, 13, -18, 0]",-197.3454218766126,0.0,0.0,0.0
"[53, 45, -5, -40, 41, -31, 6, 13, -18, 9]",0.0,0.0,0.0,0.0
"[9, 26, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-17.353822309793035,-41.88813732101825,0.0
"[9, 26, -10, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-57.867536505878036,0.0
"[9, 26, -10, -44, 0, 0, 0, 0, 0, 0]",0.0,-91.29691344198,0.0,0.0
"[9, 26, -10, -44, -39, 0, 0, 0, 0, 0]",0.0,0.0,-98.00440728412846,0.0
"[9, 26, -10, -44, -39, -17, 0, 0, 0, 0]",0.0,-128.44435638738523,0.0,0.0
"[9, 26, -10, -44, -39, -17, 40, 0, 0, 0]",0.0,-153.65452286535464,0.0,0.0
"[9, 26, -10, -44, -39, -17, 40, -34, 0, 0]",0.0,0.0,0.0,-156.43126417887987
"[9, 26, -10, -44, -39, -17, 40, -34, -10, 0]",0.0,0.0,-196.71443237817164,0.0
"[9, 26, -10, -44, -39, -17, 40, -34, -10, 45]",0.0,0.0,0.0,0.0
"[24, -20, -49, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-89.7320054027221,0.0
"[24, -20, -49, -28, 0, 0, 0, 0, 0, 0]",-101.82802791762649,0.0,0.0,0.0
"[24, -20, -49, -28, 25, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-104.02615673062897
"[24, -20, -49, -28, 25, 11, 0, 0, 0, 0]",0.0,0.0,-104.32603089725247,0.0
"[24, -20, -49, -28, 25, 11, 4, 0, 0, 0]",0.0,0.0,0.0,-116.42175385704088
"[24, -20, -49, -28, 25, 11, 4, -23, 0, 0]",0.0,0.0,-122.25928476916229,0.0
"[24, -20, -49, -28, 25, 11, 4, -23, -16, 0]",0.0,-132.38528342052163,0.0,0.0
"[24, -20, -49, -28, 25, 11, 4, -23, -16, -21]",0.0,0.0,0.0,0.0
"[11, -4, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-9.021258374935796
"[11, -4, 18, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-64.72252148428741
"[11, -4, 18, 53, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-65.07945074717182
"[11, -4, 18, 53, 5, 0, 0, 0, 0, 0]",0.0,-105.8815610461757,0.0,0.0
"[11, -4, 18, 53, 5, -44, 0, 0, 0, 0]",-108.90078564270996,0.0,0.0,0.0
"[11, -4, 18, 53, 5, -44, 13, 0, 0, 0]",0.0,-120.8433783257188,0.0,0.0
"[11, -4, 18, 53, 5, -44, 13, 25, 0, 0]",0.0,0.0,0.0,-125.60076612535691
"[11, -4, 18, 53, 5, -44, 13, 25, -14, 0]",0.0,0.0,0.0,-144.06025238645543
"[11, -4, 18, 53, 5, -44, 13, 25, -14, 31]",0.0,0.0,0.0,0.0
"[-14, -47, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-51.363906819076654
"[-14, -47, 3, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-97.63998246396476
"[-14, -47, 3, -47, 0, 0, 0, 0, 0, 0]",0.0,-154.45498556751167,0.0,0.0
"[-14, -47, 3, -47, 54, 0, 0, 0, 0, 0]",0.0,-176.43495108221796,0.0,0.0
"[-14, -47, 3, -47, 54, 34, 0, 0, 0, 0]",0.0,0.0,0.0,-196.316333557332
"[-14, -47, 3, -47, 54, 34, -30, 0, 0, 0]",0.0,0.0,-197.87514158194463,0.0
"[-14, -47, 3, -47, 54, 34, -30, 9, 0, 0]",0.0,-220.15178909261198,0.0,0.0
"[-14, -47, 3, -47, 54, 34, -30, 9, -32, 0]",0.0,0.0,-223.62998157998717,0.0
"[-14, -47, 3, -47, 54, 34, -30, 9, -32, 14]",0.0,0.0,0.0,0.0
"[-2, -38, 0, 0, 0, 0, 0, 0, 0, 0]",-32.76835886045786,0.0,0.0,0.0
"[-2, -38, 6, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-34.168799472140215
"[-2, -38, 6, 9, 0, 0, 0, 0, 0, 0]",-64.80334835308125,0.0,0.0,0.0
"[-2, -38, 6, 9, 40, 0, 0, 0, 0, 0]",-96.65276229380859,0.0,0.0,0.0
"[-2, -38, 6, 9, 40, -38, 0, 0, 0, 0]",0.0,0.0,-98.96930359262866,0.0
"[-2, -38, 6, 9, 40, -38, 11, 0, 0, 0]",0.0,0.0,0.0,-111.48020144406776
"[-2, -38, 6, 9, 40, -38, 11, 26, 0, 0]",-116.38197948072194,0.0,0.0,0.0
"[-2, -38, 6, 9, 40, -38, 11, 26, -14, 0]",0.0,0.0,-118.4271387569077,0.0
"[-2, -38, 6, 9, 40, -38, 11, 26, -14, 11]",0.0,0.0,0.0,0.0
"[22, 43, 0, 0, 0, 0, 0, 0, 0, 0]",-46.90524073579983,0.0,0.0,-57.59733512672345
"[22, 43, -23, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-74.35146784264305
"[22, 43, -23, -27, 0, 0, 0, 0, 0, 0]",-74.4629083655407,0.0,0.0,0.0
"[22, 43, -23, -27, 3, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-105.72274517586568
"[22, 43, -23, -27, 3, -38, 0, 0, 0, 0]",-162.79721616389057,0.0,0.0,0.0
"[22, 43, -23, -27, 3, -38, 54, 0, 0, 0]",-168.23472615620997,0.0,0.0,0.0
"[22, 43, -23, -27, 3, -38, 54, 17, 0, 0]",0.0,0.0,0.0,-171.08966292376044
"[22, 43, -23, -27, 3, -38, 54, 17, -10, 0]",-208.17783371130244,0.0,0.0,0.0
"[22, 43, -23, -27, 3, -38, 54, 17, -10, -42]",0.0,0.0,0.0,0.0
"[-37, 24, 0, 0, 0, 0, 0, 0, 0, 0]",-46.193681859642815,0.0,0.0,0.0
"[-37, 24, -16, 0, 0, 0, 0, 0, 0, 0]",0.0,-46.78899782267994,0.0,0.0
"[-37, 24, -16, 6, 0, 0, 0, 0, 0, 0]",0.0,0.0,-47.02468352159758,0.0
"[-37, 24, -16, 6, -2, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.20949257154992
"[-37, 24, -16, 6, -2, 36, 0, 0, 0, 0]",0.0,0.0,-85.36482849721462,0.0
"[-37, 24, -16, 6, -2, 36, 26, 0, 0, 0]",0.0,-117.58381744916966,0.0,0.0
"[-37, 24, -16, 6, -2, 36, 26, -39, 0, 0]",-125.81689296325425,0.0,0.0,0.0
"[-37, 24, -16, 6, -2, 36, 26, -39, 21, 0]",0.0,0.0,0.0,-146.58777847243795
"[-37, 24, -16, 6, -2, 36, 26, -39, 21, 33]",0.0,0.0,0.0,0.0
"[-49, -13, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-56.08081485423818
"[-49, -13, 1, 0, 0, 0, 0, 0, 0, 0]",-57.23573948640274,0.0,0.0,0.0
"[-49, -13, 1, -6, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-57.402949793574535
"[-49, -13, 1, -6, -2, 0, 0, 0, 0, 0]",0.0,0.0,-110.75640914667463,0.0
"[-49, -13, 1, -6, -2, 52, 0, 0, 0, 0]",0.0,0.0,-143.97071120211749,0.0
"[-49, -13, 1, -6, -2, 52, 41, 0, 0, 0]",0.0,-158.8129796200047,0.0,0.0
"[-49, -13, 1, -6, -2, 52, 41, -26, 0, 0]",0.0,0.0,0.0,-158.88984130019418
"[-49, -13, 1, -6, -2, 52, 41, -26, -1, 0]",-159.03106506216122,0.0,0.0,0.0
"[-49, -13, 1, -6, -2, 52, 41, -26, -1, -1]",0.0,0.0,0.0,0.0
"[15, 43, 42, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-130.51753904629658
"[15, 43, 42, 54, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-131.6686955550337
"[15, 43, 42, 54, 8, 0, 0, 0, 0, 0]",0.0,0.0,-160.38636493522736,0.0
"[15, 43, 42, 54, 8, -36, 0, 0, 0, 0]",0.0,-160.43391603566903,0.0,0.0
"[15, 43, 42, 54, 8, -36, 2, 0, 0, 0]",0.0,-177.6062712493035,0.0,0.0
"[15, 43, 42, 54, 8, -36, 2, 30, 0, 0]",-232.11874366138656,0.0,0.0,0.0
"[15, 43, 42, 54, 8, -36, 2, 30, 53, 0]",-245.31301696903842,0.0,0.0,0.0
"[15, 43, 42, 54, 8, -36, 2, 30, 53, -24]",0.0,0.0,0.0,0.0
"[14, 27, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-44.92091695418599
"[14, 27, -35, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-100.64762588230883,0.0
"[14, 27, -35, 53, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-102.04778788267674
"[14, 27, -35, 53, -7, 0, 0, 0, 0, 0]",0.0,-107.1162427454469,-102.07383185999286,0.0
"[14, 27, -35, 53, -7, 0, 16, 0, 0, 0]",0.0,0.0,-124.72076634391532,0.0
"[14, 27, -35, 53, -7, 0, 16, 30, 0, 0]",-159.76770860557244,0.0,0.0,0.0
"[14, 27, -35, 53, -7, 0, 16, 30, 42, 0]",0.0,-161.96598707685573,0.0,0.0
"[14, 27, -35, 53, -7, 0, 16, 30, 42, 11]",0.0,0.0,0.0,0.0
"[-10, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-46.192614461742345,-25.337016973027097,-7.104756841156659,-31.965390722537812
"[-10, 34, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-66.42684349918856
"[-10, 34, -44, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-112.60138236060226,0.0
"[-10, 34, -44, -47, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-134.30466208252415
"[-10, 34, -44, -47, 33, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-138.04867255055942
"[-10, 34, -44, -47, 33, 14, 0, 0, 0, 0]",0.0,0.0,0.0,-159.9202978338024
"[-10, 34, -44, -47, 33, 14, -32, 0, 0, 0]",0.0,0.0,-186.53145784273693,0.0
"[-10, 34, -44, -47, 33, 14, -32, -35, 0, 0]",0.0,0.0,0.0,-236.167093173372
"[-10, 34, -44, -47, 33, 14, -32, -35, 50, 0]",0.0,0.0,-280.98906702433106,0.0
"[-10, 34, -44, -47, 33, 14, -32, -35, 50, 48]",0.0,0.0,0.0,0.0
"[-37, 25, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-53.038648806258934,0.0,0.0
"[-37, 25, -21, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-81.50435039762547
"[-37, 25, -21, 38, 0, 0, 0, 0, 0, 0]",0.0,-93.08322873978125,0.0,0.0
"[-37, 25, -21, 38, -23, 0, 0, 0, 0, 0]",-115.79573822285889,0.0,0.0,0.0
"[-37, 25, -21, 38, -23, -32, 0, 0, 0, 0]",0.0,-139.04249613253717,0.0,0.0
"[-37, 25, -21, 38, -23, -32, -33, 0, 0, 0]",0.0,-174.82364639592726,0.0,0.0
"[-37, 25, -21, 38, -23, -32, -33, -41, 0, 0]",-183.43038344019558,0.0,0.0,0.0
"[-37, 25, -21, 38, -23, -32, -33, -41, 21, 0]",0.0,0.0,0.0,-186.24841026162366
"[-37, 25, -21, 38, -23, -32, -33, -41, 21, -10]",0.0,0.0,0.0,0.0
"[-28, -4, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-18.88178509661794,0.0,0.0
"[-28, -4, -6, 0, 0, 0, 0, 0, 0, 0]",-22.64670843667177,0.0,0.0,0.0
"[-28, -4, -6, 14, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-44.140789441941536
"[-28, -4, -6, 14, -31, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-45.98801133457264
"[-28, -4, -6, 14, -31, -8, 0, 0, 0, 0]",0.0,-67.70889050496604,0.0,0.0
"[-28, -4, -6, 14, -31, -8, -31, 0, 0, 0]",0.0,0.0,-94.97558925843802,0.0
"[-28, -4, -6, 14, -31, -8, -31, -35, 0, 0]",-94.95818958502602,0.0,0.0,0.0
"[-28, -4, -6, 14, -31, -8, -31, -35, 1, 0]",0.0,0.0,0.0,-100.01609974834857
"[-28, -4, -6, 14, -31, -8, -31, -35, 1, 16]",0.0,0.0,0.0,0.0
"[-17, 6, -48, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-96.63907924867964
"[-17, 6, -48, -43, 0, 0, 0, 0, 0, 0]",-138.63581593949752,0.0,0.0,0.0
"[-17, 6, -48, -43, 46, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-142.48377462540586
"[-17, 6, -48, -43, 46, 14, 0, 0, 0, 0]",0.0,-172.45087652409208,0.0,0.0
"[-17, 6, -48, -43, 46, 14, -37, 0, 0, 0]",0.0,0.0,-185.68806707535308,0.0
"[-17, 6, -48, -43, 46, 14, -37, -24, 0, 0]",-188.20026927106534,0.0,0.0,0.0
