,mutation_1,mutation_2,crossover_1,crossover_2
"[-19, 42, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-44.27293805300256,0.0,0.0
"[-19, 42, -5, 0, 0, 0, 0, 0, 0, 0]",0.0,-54.5745528342876,0.0,0.0
"[-19, 42, -5, -21, 0, 0, 0, 0, 0, 0]",0.0,-77.6619041982559,0.0,0.0
"[-19, 42, -5, -21, -32, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-82.63711463776832
"[-19, 42, -5, -21, -32, 16, 0, 0, 0, 0]",0.0,0.0,0.0,-93.42743925409381
"[-19, 42, -5, -21, -32, 16, -22, 0, 0, 0]",-131.33413580314118,0.0,0.0,0.0
"[-19, 42, -5, -21, -32, 16, -22, -42, 0, 0]",0.0,0.0,-138.52944477484965,0.0
"[-19, 42, -5, -21, -32, 16, -22, -42, 19, 0]",0.0,-138.6582043390938,0.0,0.0
"[-19, 42, -5, -21, -32, 16, -22, -42, 19, 3]",0.0,0.0,0.0,0.0
"[-6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-63.98291577732072,-16.781674173421482,-39.29461336791193,-23.191571423603197
"[-6, 40, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-34.617329968830866
"[-6, 40, -9, 0, 0, 0, 0, 0, 0, 0]",0.0,-37.38992047087681,0.0,0.0
"[-6, 40, -9, -10, 0, 0, 0, 0, 0, 0]",0.0,0.0,-48.98190584694228,0.0
"[-6, 40, -9, -10, 25, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-67.0380756765122
"[-6, 40, -9, -10, 25, 31, 0, 0, 0, 0]",0.0,-109.4770064598769,0.0,0.0
"[-6, 40, -9, -10, 25, 31, -45, 0, 0, 0]",0.0,0.0,-113.84030144317147,0.0
"[-6, 40, -9, -10, 25, 31, -45, -13, 0, 0]",0.0,0.0,-131.7591061021291,0.0
"[-6, 40, -9, -10, 25, 31, -45, -13, 30, 0]",0.0,0.0,0.0,-169.39400104711223
"[-6, 40, -9, -10, 25, 31, -45, -13, 30, -42]",0.0,0.0,0.0,0.0
"[-11, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-94.51658254230261,-50.752679418374065,-65.47308148439953,-68.91831491363175
"[-11, -22, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-32.692510074623186,0.0,0.0
"[-11, -22, 31, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-64.03099159231964,0.0
"[-11, -22, 31, 40, 0, 0, 0, 0, 0, 0]",0.0,0.0,-64.74819702039318,0.0
"[-11, -22, 31, 40, 7, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-65.12345596518355
"[-11, -22, 31, 40, 7, 5, 0, 0, 0, 0]",0.0,0.0,0.0,-88.6178831750278
"[-11, -22, 31, 40, 7, 5, -33, 0, 0, 0]",0.0,0.0,-95.11156164863664,0.0
"[-11, -22, 31, 40, 7, 5, -33, -17, 0, 0]",-95.32262412483166,0.0,0.0,0.0
"[-11, -22, 31, 40, 7, 5, -33, -17, 4, 0]",-135.02101341126104,0.0,0.0,0.0
"[-11, -22, 31, 40, 7, 5, -33, -17, 4, -43]",0.0,0.0,0.0,0.0
"[7, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-8.693480403062537,-36.87451460860527,-61.388919726592995,-8.021916659263733
"[7, -18, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-9.707128470846538
"[7, -18, 8, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-9.719517653754044,0.0
"[7, -18, 8, 2, 0, 0, 0, 0, 0, 0]",0.0,-13.58814983075466,0.0,0.0
"[7, -18, 8, 2, -12, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-14.649931342088452
"[7, -18, 8, 2, -12, 8, 0, 0, 0, 0]",0.0,0.0,-47.29018663159365,0.0
"[7, -18, 8, 2, -12, 8, 41, 0, 0, 0]",0.0,0.0,0.0,-72.85531000347912
"[7, -18, 8, 2, -12, 8, 41, 36, 0, 0]",-119.92462422007551,0.0,0.0,0.0
"[7, -18, 8, 2, -12, 8, 41, 36, -47, 0]",0.0,-168.26298390463745,0.0,0.0
"[7, -18, 8, 2, -12, 8, 41, 36, -47, 50]",0.0,0.0,0.0,0.0
"[-8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-19.045611661513306,-8.912917983738556,-19.825672243917946,-19.25554964772195
"[-8, 9, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-37.86217282037186,-5.930460525598903
"[-8, 9, 11, 0, 0, 0, 0, 0, 0, 0]",-20.97188956052797,0.0,0.0,0.0
"[-8, 9, 11, -26, 0, 0, 0, 0, 0, 0]",0.0,-52.11363902923848,0.0,0.0
"[-8, 9, 11, -26, -38, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-52.19876312760129
"[-8, 9, 11, -26, -38, 3, 0, 0, 0, 0]",0.0,0.0,-84.19244002368393,0.0
"[-8, 9, 11, -26, -38, 3, -39, 0, 0, 0]",-111.529893777371,0.0,0.0,0.0
"[-8, 9, 11, -26, -38, 3, -39, 37, 0, 0]",0.0,-142.97322570337172,0.0,0.0
"[-8, 9, 11, -26, -38, 3, -39, 37, -38, 0]",0.0,0.0,0.0,-155.51670644113176
"[-8, 9, 11, -26, -38, 3, -39, 37, -38, 26]",0.0,0.0,0.0,0.0
"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-24.36692943494342,-48.18033125709621,-13.442033314069763,-39.4935812013958
"[13, -46, 0, 0, 0, 0, 0, 0, 0, 0]",-58.94469987281376,0.0,0.0,0.0
"[13, -46, -22, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-112.86542797291841
"[13, -46, -22, 52, 0, 0, 0, 0, 0, 0]",-112.91756225412908,0.0,0.0,0.0
"[13, -46, -22, 52, 2, 0, 0, 0, 0, 0]",-147.7739831744296,0.0,0.0,0.0
"[13, -46, -22, 52, 2, -40, 0, 0, 0, 0]",0.0,0.0,0.0,-176.63984527918112
"[13, -46, -22, 52, 2, -40, 39, 0, 0, 0]",0.0,-227.55817977819007,0.0,0.0
"[13, -46, -22, 52, 2, -40, 39, -49, 0, 0]",0.0,0.0,-242.6745676228872,0.0
"[13, -46, -22, 52, 2, -40, 39, -49, 28, 0]",0.0,0.0,0.0,-293.24550828846253
"[13, -46, -22, 52, 2, -40, 39, -49, 28, 51]",0.0,0.0,0.0,0.0
"[-13, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-52.37910808367083,-76.6304835450851,-4.415242267674008,-50.37895903185829
"[-13, -46, 0, 0, 0, 0, 0, 0, 0, 0]",-50.482413460351246,0.0,0.0,-87.9894352125002
"[-13, -46, -42, 0, 0, 0, 0, 0, 0, 0]",0.0,-103.54028452233412,0.0,0.0
"[-13, -46, -42, -26, 0, 0, 0, 0, 0, 0]",-135.8250159842931,0.0,0.0,0.0
"[-13, -46, -42, -26, 41, 0, 0, 0, 0, 0]",0.0,-137.67410839664907,0.0,0.0
"[-13, -46, -42, -26, 41, -8, 0, 0, 0, 0]",0.0,0.0,0.0,-141.4675872007715
"[-13, -46, -42, -26, 41, -8, -12, 0, 0, 0]",0.0,0.0,0.0,-192.6458955539332
"[-13, -46, -42, -26, 41, -8, -12, 51, 0, 0]",0.0,0.0,0.0,-213.72968818931352
"[-13, -46, -42, -26, 41, -8, -12, 51, -31, 0]",0.0,0.0,-232.39219929510432,0.0
"[-13, -46, -42, -26, 41, -8, -12, 51, -31, 31]",0.0,0.0,0.0,0.0
"[-11, 1, 0, 0, 0, 0, 0, 0, 0, 0]",-20.957266681313182,0.0,0.0,0.0
"[-11, 1, -28, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-60.09237918683279,0.0
"[-11, 1, -28, 45, 0, 0, 0, 0, 0, 0]",0.0,0.0,-80.1283973820796,0.0
"[-11, 1, -28, 45, 32, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-84.42821957789522
"[-11, 1, -28, 45, 32, -13, 0, 0, 0, 0]",0.0,0.0,0.0,-95.39877189360068
"[-11, 1, -28, 45, 32, -13, 24, 0, 0, 0]",-119.62564847195833,0.0,0.0,0.0
"[-11, 1, -28, 45, 32, -13, 24, -33, 0, 0]",0.0,-168.3242295345978,0.0,0.0
"[-11, 1, -28, 45, 32, -13, 24, -33, 50, 0]",0.0,-179.17713849084961,0.0,0.0
"[-11, 1, -28, 45, 32, -13, 24, -33, 50, -22]",0.0,0.0,0.0,0.0
"[48, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-246.21643766880345,-78.49174352281834,-190.63435392910012,-215.92694582767882
"[48, -28, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.03838618750018
"[48, -28, 21, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-82.2543709437726
"[48, -28, 21, 23, 0, 0, 0, 0, 0, 0]",-85.72072658117665,0.0,0.0,0.0
"[48, -28, 21, 23, -12, 0, 0, 0, 0, 0]",-119.70660073938673,0.0,0.0,0.0
"[48, -28, 21, 23, -12, 42, 0, 0, 0, 0]",0.0,0.0,0.0,-124.1290831433631
"[48, -28, 21, 23, -12, 42, -13, 0, 0, 0]",-127.96563330073634,0.0,0.0,0.0
"[48, -28, 21, 23, -12, 42, -13, 14, 0, 0]",0.0,-128.8557798052238,0.0,0.0
"[48, -28, 21, 23, -12, 42, -13, 14, 7, 0]",-140.33835659022682,0.0,0.0,0.0
"[48, -28, 21, 23, -12, 42, -13, 14, 7, 24]",0.0,0.0,0.0,0.0
"[42, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-197.1226941161679,-165.46057620195074,-195.06836368670332,-179.3955536724772
"[42, -49, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-87.19316716687419
"[42, -49, 8, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-136.46212227725312
"[42, -49, 8, -48, 0, 0, 0, 0, 0, 0]",0.0,0.0,-136.44369413852627,0.0
"[42, -49, 8, -48, 1, 0, 0, 0, 0, 0]",0.0,0.0,-162.3234579604549,0.0
"[42, -49, 8, -48, 1, 36, 0, 0, 0, 0]",0.0,0.0,0.0,-215.63096860465689
"[42, -49, 8, -48, 1, 36, 52, 0, 0, 0]",0.0,0.0,-218.37194405030306,0.0
"[42, -49, 8, -48, 1, 36, 52, 12, 0, 0]",0.0,-227.15416097017166,0.0,0.0
"[42, -49, 8, -48, 1, 36, 52, 12, -19, 0]",0.0,0.0,0.0,-234.74232795133778
"[42, -49, 8, -48, 1, 36, 52, 12, -19, -18]",0.0,0.0,0.0,0.0
"[-38, 37, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-64.83100665072966
"[-38, 37, -18, 0, 0, 0, 0, 0, 0, 0]",-65.0643471828799,0.0,0.0,0.0
"[-38, 37, -18, 4, 0, 0, 0, 0, 0, 0]",0.0,-67.96982482520681,0.0,0.0
"[-38, 37, -18, 4, 13, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-108.461764904694
"[-38, 37, -18, 4, 13, 46, 0, 0, 0, 0]",-134.8544409711052,0.0,0.0,0.0
"[-38, 37, -18, 4, 13, 46, 37, 0, 0, 0]",0.0,0.0,-136.3169878004394,0.0
"[-38, 37, -18, 4, 13, 46, 37, -7, 0, 0]",-152.58371252924437,0.0,0.0,0.0
"[-38, 37, -18, 4, 13, 46, 37, -7, 29, 0]",-161.5300198898391,0.0,0.0,0.0
"[-38, 37, -18, 4, 13, 46, 37, -7, 29, -20]",0.0,0.0,0.0,0.0
"[46, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-103.72440662417263,-192.91599184912747,-384.80734112364274,-147.19455836377495
"[46, -28, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-62.657095016424876
"[46, -28, 12, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-72.1335950667457
"[46, -28, 12, -20, 0, 0, 0, 0, 0, 0]",0.0,0.0,-118.88095804170972,0.0
"[46, -28, 12, -20, 49, 0, 0, 0, 0, 0]",-141.56410111910992,0.0,0.0,0.0
"[46, -28, 12, -20, 49, 34, 0, 0, 0, 0]",0.0,0.0,0.0,-183.60801484583794
"[46, -28, 12, -20, 49, 34, 46, 0, 0, 0]",0.0,0.0,0.0,-186.35741657350823
"[46, -28, 12, -20, 49, 34, 46, 12, 0, 0]",0.0,-198.67625853938014,0.0,0.0
"[46, -28, 12, -20, 49, 34, 46, 12, 25, 0]",0.0,0.0,-198.67567266005318,0.0
"[-25, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-106.3121562649501,-121.7451772394435,-158.36366305071448,-123.36403285085143
"[-25, -23, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-42.99827799251114,0.0
"[-25, -23, 29, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-51.513553789571425,0.0
"[-25, -23, 29, 21, 0, 0, 0, 0, 0, 0]",-57.08642345907532,0.0,0.0,0.0
"[-25, -23, 29, 21, -15, 0, 0, 0, 0, 0]",-68.63493446848751,0.0,0.0,0.0
"[-25, -23, 29, 21, -15, -23, 0, 0, 0, 0]",0.0,0.0,0.0,-91.43194696600487
"[-25, -23, 29, 21, -15, -23, -32, 0, 0, 0]",0.0,-100.98933764503494,0.0,0.0
"[-25, -23, 29, 21, -15, -23, -32, -20, 0, 0]",0.0,0.0,-119.72615979255843,0.0
"[-25, -23, 29, 21, -15, -23, -32, -20, 31, 0]",0.0,0.0,-169.5867852414524,0.0
"[-25, -23, 29, 21, -15, -23, -32, -20, 31, 50]",0.0,0.0,0.0,0.0
"[-20, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-15.418641335402304,-26.234303354114154,-87.52929931733614,-28.0252648776057
"[-20, 18, 0, 0, 0, 0, 0, 0, 0, 0]",-50.96612072447158,0.0,0.0,0.0
"[-20, 18, 43, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-52.86107192598875
"[-20, 18, 43, 10, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-57.75797947148067
"[-20, 18, 43, 10, -14, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-60.388744484936836
"[-20, 18, 43, 10, -14, 12, 0, 0, 0, 0]",-63.04803502460323,0.0,0.0,0.0
"[-20, 18, 43, 10, -14, 12, 12, 0, 0, 0]",0.0,0.0,0.0,-63.269737152151265
"[-20, 18, 43, 10, -14, 12, 12, 4, 0, 0]",0.0,0.0,0.0,-72.47309000245816
"[-20, 18, 43, 10, -14, 12, 12, 4, -20, 0]",0.0,0.0,0.0,-109.50307636229907
"[-20, 18, 43, 10, -14, 12, 12, 4, -20, 44]",0.0,0.0,0.0,0.0
"[24, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-36.93882019960492,-36.02228428139114,-20.361761588095142,-31.71937422308882
"[24, 9, 0, 0, 0, 0, 0, 0, 0, 0]",-14.769565837084711,0.0,0.0,0.0
"[24, 9, -9, 0, 0, 0, 0, 0, 0, 0]",0.0,-15.218972791597412,0.0,0.0
"[24, 9, -9, 5, 0, 0, 0, 0, 0, 0]",0.0,-44.03522476344967,0.0,0.0
"[24, 9, -9, 5, 38, 0, 0, 0, 0, 0]",0.0,-85.15468820199474,0.0,0.0
"[24, 9, -9, 5, 38, 46, 0, 0, 0, 0]",0.0,-125.16967130831276,0.0,0.0
"[24, 9, -9, 5, 38, 46, 45, 0, 0, 0]",0.0,0.0,-160.40924948451269,0.0
"[24, 9, -9, 5, 38, 46, 45, 42, 0, 0]",0.0,0.0,0.0,-172.27440292160225
"[24, 9, -9, 5, 38, 46, 45, 42, 25, 0]",0.0,0.0,-183.12971933084913,0.0
"[24, 9, -9, 5, 38, 46, 45, 42, 25, -22]",0.0,0.0,0.0,0.0
"[36, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-173.9657839098756,-227.98899911017358,-189.99654202620886,-187.80570658615375
"[36, 32, 0, 0, 0, 0, 0, 0, 0, 0]",-48.31671328536053,0.0,0.0,0.0
"[36, 32, -12, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-50.43523061778756,0.0
"[36, 32, -12, -9, 0, 0, 0, 0, 0, 0]",0.0,-96.63924233122911,0.0,0.0
"[36, 32, -12, -9, -47, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-98.1769791413377
"[36, 32, -12, -9, -47, -7, 0, 0, 0, 0]",-112.481458457691,0.0,0.0,0.0
"[36, 32, -12, -9, -47, -7, 27, 0, 0, 0]",0.0,-116.00320905694146,0.0,0.0
"[36, 32, -12, -9, -47, -7, 27, -12, 0, 0]",0.0,-119.85419050056068,0.0,0.0
"[36, 32, -12, -9, -47, -7, 27, -12, 14, 0]",0.0,-138.98449957436372,0.0,0.0
"[36, 32, -12, -9, -47, -7, 27, -12, 14, -29]",0.0,0.0,0.0,0.0
"[-46, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-135.6549842683227,-158.77562530652034,-145.86171921526102,-214.2188822522158
"[-46, 40, 0, 0, 0, 0, 0, 0, 0, 0]",-114.07943640584449,0.0,0.0,0.0
"[-46, 40, 43, 0, 0, 0, 0, 0, 0, 0]",-128.10812608305463,0.0,0.0,0.0
"[-46, 40, 43, 27, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-128.19868009053047
"[-46, 40, 43, 27, 3, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-131.45138282632922
"[-46, 40, 43, 27, 3, 13, 0, 0, 0, 0]",0.0,0.0,0.0,-181.79503280754128
"[-46, 40, 43, 27, 3, 13, -49, 0, 0, 0]",-184.63259746086268,0.0,0.0,0.0
"[-46, 40, 43, 27, 3, 13, -49, -10, 0, 0]",-186.69576297520186,0.0,0.0,0.0
"[-46, 40, 43, 27, 3, 13, -49, -10, -9, 0]",0.0,0.0,0.0,-204.23074701294448
"[-46, 40, 43, 27, 3, 13, -49, -10, -9, 30]",0.0,0.0,0.0,0.0
"[-14, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-71.83187955806025,-89.28662854862401,-47.20512039733057,-103.33091839137766
"[-14, -34, 0, 0, 0, 0, 0, 0, 0, 0]",-53.342861914820354,0.0,0.0,0.0
"[-14, -34, 35, 0, 0, 0, 0, 0, 0, 0]",0.0,-60.70374242535439,0.0,0.0
"[-14, -34, 35, -18, 0, 0, 0, 0, 0, 0]",0.0,0.0,-105.51262166809323,0.0
"[-14, -34, 35, -18, 48, 0, 0, 0, 0, 0]",0.0,0.0,-105.72609138495149,0.0
"[-14, -34, 35, -18, 48, 4, 0, 0, 0, 0]",0.0,-121.22099188131776,0.0,0.0
"[-14, -34, 35, -18, 48, 4, 28, 0, 0, 0]",-128.95096813558504,0.0,0.0,0.0
"[-14, -34, 35, -18, 48, 4, 28, -18, 0, 0]",-142.6361194899675,0.0,0.0,0.0
"[-14, -34, 35, -18, 48, 4, 28, -18, -25, 0]",0.0,-168.33046072412122,0.0,0.0
"[-14, -34, 35, -18, 48, 4, 28, -18, -25, 36]",0.0,0.0,0.0,0.0
"[-36, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-123.94256420374725,-194.01478370801408,-148.08576514965182,-259.739072698205
"[-36, -12, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,-75.45958528078847,0.0,0.0
"[-36, -12, -45, 0, 0, 0, 0, 0, 0, 0]",0.0,-77.2990787252674,0.0,0.0
"[-36, -12, -45, -8, 0, 0, 0, 0, 0, 0]",0.0,-77.36711142676644,0.0,0.0
"[-36, -12, -45, -8, -1, 0, 0, 0, 0, 0]",0.0,-107.51600183518099,0.0,0.0
"[-36, -12, -45, -8, -1, 39, 0, 0, 0, 0]",0.0,0.0,-134.0129646048617,0.0
"[-36, -12, -45, -8, -1, 39, 37, 0, 0, 0]",0.0,-185.0690473075927,0.0,0.0
"[-36, -12, -45, -8, -1, 39, 37, 51, 0, 0]",0.0,0.0,-190.9898609552178,0.0
"[-36, -12, -45, -8, -1, 39, 37, 51, -16, 0]",-192.4969388956789,0.0,0.0,0.0
"[-36, -12, -45, -8, -1, 39, 37, 51, -16, -7]",0.0,0.0,0.0,0.0
"[47, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-168.15923010139647,-207.94848304494172,-226.1180602991483,-211.7600605618582
"[47, 40, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-90.23792631938328
"[47, 40, 29, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-145.22518598531838,0.0
"[47, 40, 29, 53, 0, 0, 0, 0, 0, 0]",0.0,-149.2416120420474,0.0,0.0
"[47, 40, 29, 53, -13, 0, 0, 0, 0, 0]",-163.59158804838626,0.0,0.0,0.0
"[47, 40, 29, 53, -13, -25, 0, 0, 0, 0]",0.0,-203.5179040424705,0.0,0.0
"[47, 40, 29, 53, -13, -25, 45, 0, 0, 0]",0.0,0.0,-210.18614762190242,0.0
"[47, 40, 29, 53, -13, -25, 45, -17, 0, 0]",0.0,-235.36588678763073,0.0,0.0
"[47, 40, 29, 53, -13, -25, 45, -17, 36, 0]",0.0,0.0,-235.70404996598904,0.0
"[47, 40, 29, 53, -13, -25, 45, -17, 36, -3]",0.0,0.0,0.0,0.0
"[38, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-136.97388717168056,-29.476490457991513,-49.65118482235048,-58.96020255723191
"[38, 9, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-42.79836599418656
"[38, 9, -25, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-68.75672137874326
"[38, 9, -25, -35, 0, 0, 0, 0, 0, 0]",0.0,0.0,-101.6993933184613,0.0
"[38, 9, -25, -35, -39, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-144.89154286794542
"[38, 9, -25, -35, -39, -45, 0, 0, 0, 0]",0.0,0.0,0.0,-162.2429232663962
"[38, 9, -25, -35, -39, -45, 30, 0, 0, 0]",0.0,0.0,-171.039276738197,0.0
"[38, 9, -25, -35, -39, -45, 30, 21, 0, 0]",0.0,-172.0553599108324,0.0,0.0
"[38, 9, -25, -35, -39, -45, 30, 21, 8, 0]",0.0,0.0,-200.7328386067089,0.0
"[38, 9, -25, -35, -39, -45, 30, 21, 8, -36]",0.0,0.0,0.0,0.0
"[26, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-13.977267314908747,-85.68947134102191,-13.866421959176442,-141.99830168548223
"[26, 6, 0, 0, 0, 0, 0, 0, 0, 0]",-14.320218100146429,0.0,0.0,0.0
"[26, 6, 5, 0, 0, 0, 0, 0, 0, 0]",0.0,-25.771939154474868,0.0,0.0
"[26, 6, 5, 24, 0, 0, 0, 0, 0, 0]",-35.57071559555278,0.0,0.0,0.0
"[26, 6, 5, 24, 23, 0, 0, 0, 0, 0]",0.0,-72.94370807740282,0.0,0.0
"[26, 6, 5, 24, 23, -42, 0, 0, 0, 0]",0.0,0.0,-77.33484032432467,0.0
"[26, 6, 5, 24, 23, -42, -13, 0, 0, 0]",-111.05351857176505,0.0,0.0,0.0
"[26, 6, 5, 24, 23, -42, -13, -40, 0, 0]",0.0,0.0,-114.24144806487558,0.0
"[26, 6, 5, 24, 23, -42, -13, -40, 13, 0]",-114.26521869517987,0.0,0.0,0.0
"[26, 6, 5, 24, 23, -42, -13, -40, 13, 2]",0.0,0.0,0.0,0.0
"[24, 16, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-18.923805955860022,0.0
"[24, 16, -9, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-29.573263783984668,0.0
"[24, 16, -9, 24, 0, 0, 0, 0, 0, 0]",0.0,0.0,-42.72949330543368,0.0
"[24, 16, -9, 24, -24, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-75.36515128851559
"[24, 16, -9, 24, -24, -39, 0, 0, 0, 0]",0.0,0.0,0.0,-77.41068798757831
"[24, 16, -9, 24, -24, -39, 11, 0, 0, 0]",0.0,-124.06424143621369,0.0,0.0
"[24, 16, -9, 24, -24, -39, 11, -47, 0, 0]",0.0,-128.72112625571842,0.0,0.0
"[24, 16, -9, 24, -24, -39, 11, -47, 16, 0]",0.0,0.0,0.0,-131.245673301226
"[24, 16, -9, 24, -24, -39, 11, -47, 16, -10]",0.0,0.0,0.0,0.0
"[-13, 31, 0, 0, 0, 0, 0, 0, 0, 0]",-60.10737541600439,0.0,0.0,0.0
"[-13, 31, -42, 0, 0, 0, 0, 0, 0, 0]",0.0,-66.39185560512327,0.0,0.0
"[-13, 31, -42, 18, 0, 0, 0, 0, 0, 0]",0.0,0.0,-102.74606850083057,0.0
"[-13, 31, -42, 18, 43, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-149.29389050564947
"[-13, 31, -42, 18, 43, 49, 0, 0, 0, 0]",-170.48664891870135,0.0,0.0,0.0
"[-13, 31, -42, 18, 43, 49, 33, 0, 0, 0]",0.0,0.0,-176.83503255879904,0.0
"[-13, 31, -42, 18, 43, 49, 33, 18, 0, 0]",-204.48749200947188,0.0,0.0,0.0
"[-13, 31, -42, 18, 43, 49, 33, 18, 38, 0]",-211.12602594391313,0.0,0.0,0.0
"[-13, 31, -42, 18, 43, 49, 33, 18, 38, -17]",0.0,0.0,0.0,0.0
"[12, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-45.77708470436446,-38.69825061902304,-94.59595444629088,-65.05079112753839
"[12, 50, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-78.16828942842234
"[12, 50, -35, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-78.60905286386865
"[12, 50, -35, 5, 0, 0, 0, 0, 0, 0]",0.0,-97.65230792326871,0.0,0.0
"[12, 50, -35, 5, 31, 0, 0, 0, 0, 0]",0.0,-111.72084309595701,0.0,0.0
"[12, 50, -35, 5, 31, 27, 0, 0, 0, 0]",0.0,0.0,0.0,-154.46038519837992
"[12, 50, -35, 5, 31, 27, 47, 0, 0, 0]",-165.22433420284906,0.0,0.0,0.0
"[12, 50, -35, 5, 31, 27, 47, -22, 0, 0]",0.0,0.0,-182.10026959859417,0.0
"[12, 50, -35, 5, 31, 27, 47, -22, 30, 0]",0.0,-240.3240489297689,0.0,0.0
"[12, 50, -35, 5, 31, 27, 47, -22, 30, 54]",0.0,0.0,0.0,0.0
"[36, 23, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,-36.62127066506995,0.0
"[36, 23, 4, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-43.674268295668384
"[36, 23, 4, -17, 0, 0, 0, 0, 0, 0]",-77.18127104425197,0.0,0.0,0.0
"[36, 23, 4, -17, -39, 0, 0, 0, 0, 0]",0.0,-100.7485225152722,0.0,0.0
"[36, 23, 4, -17, -39, 35, 0, 0, 0, 0]",0.0,-123.48222385553296,0.0,0.0
"[36, 23, 4, -17, -39, 35, 34, 0, 0, 0]",0.0,-123.54711741199073,0.0,0.0
"[36, 23, 4, -17, -39, 35, 34, 3, 0, 0]",0.0,0.0,-125.8681920044309,0.0
"[36, 23, 4, -17, -39, 35, 34, 3, -9, 0]",0.0,0.0,0.0,-144.8012238123271
"[36, 23, 4, -17, -39, 35, 34, 3, -9, 31]",0.0,0.0,0.0,0.0
"[13, 13, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-7.221415524012989
"[13, 13, -5, 0, 0, 0, 0, 0, 0, 0]",-7.2331351790742415,0.0,0.0,-9.648593461347385
"[13, 13, -5, 0, -10, 0, 0, 0, 0, 0]",0.0,0.0,0.0,-43.27010871772034
"[13, 13, -5, 0, -10, -40, 0, 0, 0, 0]",0.0,-51.242160063757126,0.0,0.0
